2020-01-22,22:09,474,137,25,9
2020-01-22,22:31,543,137,25,17
2020-01-23,00:13,549,137,28,17
2020-01-23,08:11,553,135,28,17
2020-01-23,08:22,553,135,28,17
2020-01-23,08:54,561,150,28,17
2020-01-23,08:59,561,150,28,17
2020-01-23,09:30,571,150,28,17
2020-01-23,09:52,571,393,28,17
2020-01-23,10:09,571,393,28,17
2020-01-23,10:12,571,393,28,17
2020-01-23,10:25,572,393,28,17
2020-01-23,10:50,579,393,28,17
2020-01-23,10:54,579,393,28,17
2020-01-23,11:17,585,393,28,17
2020-01-23,12:02,585,392,28,17
2020-01-23,12:47,598,393,28,17
2020-01-23,12:53,599,393,28,17
2020-01-23,13:13,599,393,28,17
2020-01-23,13:17,599,393,28,17
2020-01-23,13:34,599,394,28,17
2020-01-23,13:51,599,395,28,17
2020-01-23,13:58,616,395,28,17
2020-01-23,14:00,616,395,28,17
2020-01-23,15:02,616,395,28,17
2020-01-23,16:39,617,427,28,17
2020-01-23,17:20,617,427,28,17
2020-01-23,17:50,617,427,28,17
2020-01-23,18:11,617,427,28,17
2020-01-23,18:13,617,427,28,17
2020-01-23,18:57,617,427,28,17
2020-01-23,19:10,617,427,28,17
